Date,Address,Draw1,Draw2,Draw3,Max,PIN,Property Class,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Longitude,Latitude,Total Building Square Feet,Multi Property Indicator,Age,Use,Multi-Family Indicator,"Condition, Desirability and Utility",Near Major Road,Location Factor,Garage indicator,Neigborhood Code (mapping),Town and Neighborhood,property_city,property_zip,longitude,latitude,township,township_name,nbhd,tract_geoid,tract_pop,tract_white_perc,commissioner_dist,reps_dist,senate_dist,ward,school_elem_district
6/30/2021,87XX S KENWOOD AVE,,,,0,2.5022E+13,203,80,4875,70,5,0,2,1,6,3,1,3,2,,2,1,1,3,0,1760,2,2,0,43870,123750,-87.59140445,41.73546928,,0,77,1,,,0,0.215748737,1,80,7080,CHICAGO,60619-7031,-87.59140445,41.73546928,70,Hyde Park,80,17031480200,1139,0,4th,33,17,8,MCDOWELL
1/22/2020,83XX S CALUMET AVE,,,,0,2.0343E+13,203,111,6470,70,5,0,2,1,6,3,1,3,2,,2,3,1,1,0,1248,2,2,0,51760,83960,-87.61679058,41.74266468,,0,69,1,,,0,0.306186935,1,111,70111,CHICAGO,60619-4820,-87.61679058,41.74266468,70,Hyde Park,111,17031440300,4577,0.006772995,4th,34,17,6,NEIL
11/15/2019,61XX N NEWBURG ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2019,83XX S HERMITAGE ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,62XX N LEROY AVE,,,,0,1.30411E+13,205,461,4375,71,2,0,2,1,6,3,1,3,2,,2,3,1,3,0,1579,2,2,0,59060,382750,-87.75822264,41.99397887,,0,70,1,,,0,1.041292015,1,461,71461,CHICAGO,60646-4832,-87.75822264,41.99397887,71,Jefferson,461,17031120200,4725,0.696084656,10th,15,8,39,EDGEBROOK
11/12/2019,110XX S MILLARD ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2019,105XX S EMERALD ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2022,72XX W LUNT AVE,,,,0,9.36215E+12,205,362,5200,71,2,0,2,1,6,3,3,3,2,,2,1,1,1,0,1380,2,2,0,70200,324070,-87.80877512,42.00829583,,0,80,1,,,0,1.213371215,1,362,71362,CHICAGO,60631-1125,-87.80877512,42.00829583,71,Jefferson,362,17031090200,6838,0.846446329,9th,20,10,41,EBINGER
10/12/2021,52XX S MELVINA AVE,,,,0,1.90831E+13,278,380,5000,72,2,0,3,1,8,4,3,3,2,,2,0,0,3,0,2280,2,2,0,50000,367220,-87.77742898,41.79722042,,0,15,1,,,0,0.980389931,0,380,72380,CHICAGO,60638-1437,-87.77742898,41.79722042,72,Lake,380,17031560800,5886,0.471287802,11th,1,1,14,BYRNE
12/20/2017,36XX W 86TH ST,,,,0,1.93533E+13,203,200,5670,72,5,0,1,1,6,4,1,3,2,,2,4,1,3,0,1165,2,2,0,45360,127650,-87.71385354,41.73708016,,0,69,1,,,0,0.593417024,1,200,72200,CHICAGO,60652-3712,-87.71385354,41.73708016,72,Lake,200,17031700402,4498,0.105157848,3rd,31,16,18,DAWES
12/1/2021,73XX S INDIANA AVE,,,,0,2.02712E+13,203,30,4800,70,1,0,2,1,6,3,1,1,2,,2,3,2,1,0,1254,2,2,0,60000,90840,-87.61950203,41.76074616,,0,96,1,,,0,0.406454808,1,30,7030,CHICAGO,60619-1616,-87.61950203,41.76074616,70,Hyde Park,30,17031691000,2550,0.001568627,3rd,32,16,6,DENEEN
3/7/2017,8XX W LILL AVE****,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2022,62XX N LAKEWOOD AVE,,,,0,1.40511E+13,205,31,5000,73,2,0,1,1,6,3,1,3,2,,2,3,1,3,0,1188,2,2,0,230000,278350,-87.66258719,41.99539483,,0,120,1,,,0,0.66311076,1,31,7331,CHICAGO,60660-1906,-87.66258719,41.99539483,73,Lake View,31,17031030200,5444,0.770940485,10th,14,7,48,HAYT
7/31/2018,48XX S LANGLEY AVE,,,,0,2.01021E+13,210,10,3125,70,2,0,2,1,11,4,1,3,2,,2,3,1,1,0,2246,2,2,0,53120,156650,-87.60927814,41.80666738,,0,129,1,,,0,0.754629596,1,10,7010,CHICAGO,60615-1516,-87.60927814,41.80666738,70,Hyde Park,10,17031843600,2918,0.025017135,3rd,26,13,4,WOODSON
8/22/2016,99XX S PROSPECT AVE,,,,0,2.5083E+13,207,274,3808,72,2,0,1,1,7,4,1,3,2,,2,3,1,3,0,1930,2,2,0,28560,166780,-87.6628651,41.7138171,,0,19,1,,,0,0.524262683,1,274,72274,CHICAGO,60643-2111,-87.6628651,41.7138171,72,Lake,274,17031720200,4047,0.390412651,11th,35,18,19,SUTHERLAND
1/21/2022,26XX E 79TH ST,,,,0,2.13033E+13,202,80,4091,70,5,0,1,1,6,3,1,3,2,,2,0,0,1,0,907,2,2,0,36810,90380,-87.56070947,41.75209424,,0,115,1,,,0,0.559822208,0,80,7080,CHICAGO,60649-5210,-87.56070947,41.75209424,70,Hyde Park,80,17031431301,3580,0.020949721,4th,25,13,7,BRADWELL
6/19/2019,34XX W 116TH ST,,,,0,2.4234E+13,203,423,3175,72,1,0,1,1,4,2,2,3,2,,2,4,1,3,0,1080,2,2,0,30160,190400,-87.70606975,41.68261992,,0,55,1,,,0,0.628717028,1,423,72423,CHICAGO,60655-3627,-87.70606975,41.68261992,72,Lake,423,17031740400,4552,0.765817223,11th,35,18,19,CASSELL
6/21/2019,17XX N NORMANDY ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52XX S MASSASOIT AVE,,,,0,1.90841E+13,202,380,3750,72,1,0,1,1,4,2,2,3,2,,2,0,0,3,0,864,2,2,0,37500,162070,-87.7664694,41.79794929,,0,78,1,,,0,0.894375716,0,380,72380,CHICAGO,60638-1508,-87.7664694,41.79794929,72,Lake,380,17031560800,5886,0.471287802,11th,1,1,14,TWAIN
,25XX N FRANCISCO AVE,,,,0,1.32532E+13,211,151,3937,77,2,3,2,2,17,8,1,2,2,,2,3,1,1,0,3528,2,2,0,112200,580360,-87.69958184,41.92722547,,0,119,2,211,,0,1.991509367,1,151,77151,CHICAGO,60647-5799,-87.69958184,41.92722547,77,West Chicago,151,17031220400,2643,0.642451759,8th,39,20,1,BRENTANO
9/4/2019,60XX N SACRAMENTO AVE,,,,0,1.30113E+13,204,41,4092,71,5,0,3,1,6,3,1,3,2,,2,3,1,1,76,1962,2,2,0,73650,308290,-87.70395125,41.99181304,,0,64,1,,,0,1.184048174,1,41,7141,CHICAGO,60659-2517,-87.70395125,41.99181304,71,Jefferson,41,17031020702,7674,0.446181913,10th,16,8,50,CLINTON
,71XX S WOODLAWN AVE,,,,0,2.02611E+13,211,70,2975,70,2,3,2,1,9,5,1,2,2,,2,2,1,3,0,3273,2,2,0,32720,134650,-87.59620853,41.76568514,,0,117,2,211,,0,0.493274664,1,70,7070,CHICAGO,60619-1329,-87.59620853,41.76568514,70,Hyde Park,70,17031841800,2435,0.006160164,3rd,5,3,5,REVERE
8/24/2017,34XX N PACIFIC AVE*******,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114XX S TALMAN AVE,,,,0,2.42422E+13,205,423,5400,72,2,0,2,1,5,2,1,3,2,,2,0,0,3,0,1099,2,2,0,51300,161200,-87.6874486,41.68492606,,0,73,1,,,0,0.615042659,0,423,72423,CHICAGO,60655-1916,-87.6874486,41.68492606,72,Lake,423,17031750400,3032,0.610158311,11th,35,18,19,CLISSOLD
8/13/2021,49XX W EDDY ST,,,,0,1.3214E+13,211,171,4687,71,2,2,1,1,6,4,2,3,2,,2,3,1,3,0,2280,2,2,0,67960,230220,-87.75097136,41.9454682,,0,107,2,211,,0,1.10582391,1,171,71171,CHICAGO,60641-3549,-87.75097136,41.9454682,71,Jefferson,171,17031151002,4770,0.242767296,8th,39,20,31,"GRAY, W"
,51XX S MENARD AVE,,,,0,1.9084E+13,205,380,4125,72,2,0,2,1,5,3,1,3,2,,2,3,1,3,0,1204,2,2,0,41250,189700,-87.7669966,41.79828997,,0,80,1,,,0,0.898592092,1,380,72380,CHICAGO,60638-1513,-87.7669966,41.79828997,72,Lake,380,17031560800,5886,0.471287802,11th,1,1,14,TWAIN
2/14/2017,128XX S WALLACE ST,,,,0,2.5331E+13,205,345,5535,72,2,0,1,1,4,3,2,3,2,,2,1,1,3,0,1156,2,2,0,30440,52910,-87.63690672,41.66130257,,0,81,1,,,0,0.18734844,1,345,72345,CHICAGO,60628-7450,-87.63690672,41.66130257,72,Lake,345,17031530503,5973,0.001506781,5th,28,14,9,"BROWN, R"
2/5/2020,51XX W PARKER AVE,,,,0,1.3284E+13,203,260,3720,71,1,0,2,1,6,3,1,1,2,,2,3,1,1,0,1212,2,2,0,46500,167180,-87.75536963,41.93076932,,0,92,1,,,0,1.013327724,1,260,71260,CHICAGO,60639-1620,-87.75536963,41.93076932,71,Jefferson,260,17031190800,7338,0.101798855,8th,39,20,31,SCHUBERT
1/2/2019,8XX W LILL AVE****,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2021,19XX W BRADLEY PL,,,,0,1.41922E+13,211,81,3750,73,2,2,1,1,10,4,1,3,2,,2,3,2,1,0,2368,2,2,0,210000,447940,-87.67726774,41.94935458,,0,113,2,211,,0,2.260879007,1,81,7381,CHICAGO,60613-3513,-87.67726774,41.94935458,73,Lake View,81,17031050600,2177,0.886541112,12th,11,6,47,BELL
10/6/2020,17XX E 84TH ST,,,,0,2.0363E+13,203,80,3750,70,1,0,2,1,5,3,1,3,2,,2,2,1,1,0,1152,2,2,0,33750,86540,-87.58240538,41.7426857,,0,95,1,,,0,0.303750864,1,80,7080,CHICAGO,60617-2203,-87.58240538,41.7426857,70,Hyde Park,80,17031450300,3781,0.004231685,4th,33,17,8,CALDWELL
,69XX S CRANDON AVE,,,,0,2.02442E+13,299,83,27000,70,,,,,,,,,,,,,,3,,,,,,8400,32820,-87.56939428,41.76889252,,0,86,1,,,0,0.710695043,,83,7083,CHICAGO,60649-1702,-87.56939428,41.76889252,70,Hyde Park,83,17031430102,3046,0.017071569,3rd,25,13,5,O'KEEFFE
8/22/2019,35XX N DAMEN AVE,,,,0,1.4194E+13,211,70,3625,73,2,3,2,1,15,7,1,1,2,,2,3,2,3,0,3108,2,2,0,188500,542350,-87.67816701,41.94546386,,0,98,2,211,,0,2.331827928,1,70,7370,CHICAGO,60618-6107,-87.67816701,41.94546386,73,Lake View,70,17031050700,1610,0.924223602,12th,11,6,47,AUDUBON
12/18/2019,17XX W 105TH ST,,,,0,2.51821E+13,203,274,4410,72,1,0,4,1,5,2,1,3,2,,2,1,1,3,0,1008,2,2,0,33070,152580,-87.66571891,41.70262949,,0,103,1,,,0,0.52618028,1,274,72274,CHICAGO,60643-2707,-87.66571891,41.70262949,72,Lake,274,17031720700,3066,0.363339856,11th,35,18,19,BARNARD
6/11/2021,6XX N SAWYER AVE,,,,0,1.61122E+13,211,101,3125,77,2,2,2,1,10,6,3,3,2,,2,3,1,3,0,2508,2,2,0,36710,128060,-87.70733452,41.89249482,,0,108,2,211,,0,1.218810465,1,101,77101,CHICAGO,60624-1529,-87.70733452,41.89249482,77,West Chicago,101,17031836700,2422,0.052023121,1st,10,5,27,MORTON
1/14/2020,45XX W SCHUBERT AVE,,,,0,1.32731E+13,203,120,3750,71,5,0,2,1,7,3,1,3,2,,2,3,1,1,0,1602,2,2,0,54370,225840,-87.74148036,41.92931642,,0,94,1,,,0,1.083116182,1,120,71120,CHICAGO,60639-1935,-87.74148036,41.92931642,71,Jefferson,120,17031200200,4800,0.124791667,8th,39,20,31,BARRY
9/17/2019,38XX N AVERS AVE,,,,0,1.32311E+13,203,70,4725,71,5,0,1,1,6,4,1,3,2,,2,5,2,1,0,1386,2,2,0,75600,353430,-87.72415801,41.95076684,,0,113,1,,,0,1.396508172,1,70,7170,CHICAGO,60618-4002,-87.72415801,41.95076684,71,Jefferson,70,17031160900,2464,0.52150974,8th,40,20,45,MURPHY
9/30/2021,65XX N NORTHWEST HWY,,,,0,9.36419E+12,299,362,31340,71,,,,,,,,,,,,,,3,,,,,,18610,106380,-87.81000571,41.99949693,,0,52,1,,,1,1.225098948,,362,71362,CHICAGO,60631-1426,-87.81000571,41.99949693,71,Jefferson,362,17031090200,6838,0.846446329,9th,20,10,41,EBINGER
2/22/2020,108XX S DRAKE AVE,,,,0,2.41441E+13,203,422,3750,72,1,0,2,1,5,3,1,3,2,,2,3,1,3,0,1107,2,2,0,35620,193170,-87.70986538,41.69521492,,0,68,1,,,0,0.613976295,1,422,72422,CHICAGO,60655-2608,-87.70986538,41.69521492,72,Lake,422,17031740300,4947,0.865170811,11th,35,18,19,MOUNT GREENWOOD
4/4/2022,57XX S NEENAH AVE,,,,0,1.91822E+13,202,380,5092,72,1,0,2,1,4,2,1,3,2,,2,0,0,3,0,974,2,2,0,50920,160900,-87.78495828,41.78825819,,0,65,1,,,0,1.003332453,0,380,72380,CHICAGO,60638-3305,-87.78495828,41.78825819,72,Lake,380,17031561000,6064,0.534630607,11th,22,11,13,KINZIE
11/18/2021,63XX N MELVINA AVE,,,,0,1.3051E+13,203,410,3750,71,1,0,2,2,5,2,1,1,2,,2,3,1,3,0,1007,2,2,0,60000,204920,-87.78322068,41.99530318,,0,91,1,,,0,1.159846383,1,410,71410,CHICAGO,60646-3721,-87.78322068,41.99530318,71,Jefferson,410,17031100100,5563,0.809635089,10th,19,10,39,ONAHAN
11/7/2018,50XX N AVERS AVE,,,,0,1.31131E+13,204,81,4585,71,5,0,2,1,7,4,1,3,2,,2,0,0,3,0,1968,2,2,0,66480,270450,-87.72417206,41.97306578,,0,98,1,,,0,1.241296936,0,81,7181,CHICAGO,60625-6012,-87.72417206,41.97306578,71,Jefferson,81,17031140302,4127,0.337533317,12th,15,8,39,VOLTA
7/15/2017,66XX N ASHLAND AVE**,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2021,112XX S EMERALD AVE,,,,0,2.52111E+13,203,321,4875,72,1,0,2,1,5,3,1,1,2,,2,3,1,3,0,1275,2,2,0,26810,66170,-87.64145264,41.69028188,,0,68,1,,,0,0.28961246,1,321,72321,CHICAGO,60628-4707,-87.64145264,41.69028188,72,Lake,321,17031491200,2110,0.022748815,5th,28,14,34,HALEY
12/21/2018,37XX N PAULINA ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2017,96XX S CRANDON AVE,,,,0,2.51223E+13,210,180,4480,70,5,0,3,1,5,3,3,3,2,,2,1,1,3,0,981,2,2,0,24640,51190,-87.5665695,41.72010631,,0,70,1,,,0,0.163206426,1,180,70180,CHICAGO,60617-4861,-87.5665695,41.72010631,70,Hyde Park,180,17031510300,5126,0.00351151,4th,33,17,7,BURNHAM
8/11/2021,19XX W ESTES AVE,,,,0,1.1312E+13,203,31,4250,75,5,0,1,1,6,3,1,1,2,,2,3,2,1,0,1370,2,2,0,61620,293650,-87.67905759,42.01167297,,0,110,1,,,0,0.873184229,1,31,7531,CHICAGO,60626-2320,-87.67905759,42.01167297,75,Rogers Park,31,17031010701,3766,0.402018056,13th,14,7,49,NEW FIELD
7/28/2018,45XX N MERRIMAC AVE,,,,0,1.31711E+13,205,150,4062,71,2,0,2,1,8,4,1,3,2,,2,3,1,1,0,2064,2,2,0,50770,325080,-87.78285835,41.96256425,,0,92,1,,,0,1.228517714,1,150,71150,CHICAGO,60630-3017,-87.78285835,41.96256425,71,Jefferson,150,17031150501,3957,0.64417488,12th,19,10,38,SMYSER
4/25/2018,105XX S CHRISTIANA AVE**,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2019,69XX N CHICORA AVE,,,,0,1.03311E+13,234,463,5886,71,4,0,1,1,5,3,3,1,2,,2,0,0,3,0,1740,2,2,0,79460,476440,-87.76627909,42.00709391,,0,47,1,,,0,1.063116189,0,463,71463,CHICAGO,60646-1508,-87.76627909,42.00709391,71,Jefferson,463,17031120200,4725,0.696084656,9th,15,8,41,EDGEBROOK
11/9/2019,43XX N RIDGEWAY AVE,,,,0,1.31431E+13,205,82,4687,71,2,0,1,1,8,3,1,3,2,,2,5,1,1,0,1746,2,2,0,103110,291410,-87.72131069,41.95974505,,0,115,1,,,0,1.395304672,1,82,7182,CHICAGO,60618-1010,-87.72131069,41.95974505,71,Jefferson,82,17031160400,4693,0.470274877,8th,40,20,35,HAUGAN
1/21/2022,28XX N RICHMOND ST,,,,0,1.32513E+13,205,150,3150,77,2,0,1,1,6,3,1,3,2,,2,3,1,1,0,1416,3,2,0,89770,356240,-87.70096673,41.93285867,,0,112,1,,,0,1.976315909,1,150,77150,CHICAGO,60618-7704,-87.70096673,41.93285867,77,West Chicago,150,17031210700,4392,0.342668488,8th,40,20,33,BRENTANO
,56XX N PARKSIDE AVE,,,,0,1.30543E+13,203,10,3720,71,5,0,1,1,6,3,1,3,2,,2,3,1,1,0,1427,2,2,0,50220,265630,-87.7691711,41.98454763,,0,95,1,,,0,1.116489258,1,10,7110,CHICAGO,60646-6420,-87.7691711,41.98454763,71,Jefferson,10,17031110100,5367,0.662567542,10th,19,10,45,FARNSWORTH
9/5/2019,62XX S MASON AVE,,,,0,1.91742E+13,204,380,3780,72,5,0,2,1,7,4,1,1,2,,2,3,1,1,0,2841,2,2,0,37800,278270,-87.77065164,41.77864536,,0,90,1,,,0,0.900006399,1,380,72380,CHICAGO,60638-4426,-87.77065164,41.77864536,72,Lake,380,17031640300,7157,0.331703228,11th,22,11,13,HALE
1/25/2022,34XX W BEACH AVE,,,,0,1.60221E+13,203,20,2976,77,1,0,1,1,4,2,2,3,2,,2,1,2,3,0,1008,2,2,0,41660,143040,-87.71356612,41.90704464,,0,115,1,,,0,1.342274794,1,20,7720,CHICAGO,60651-2332,-87.71356612,41.90704464,77,West Chicago,20,17031230900,4965,0.196978852,8th,4,2,26,LOWELL
10/1/2021,34XX N TRIPP AVE,,,,0,1.32241E+13,202,70,3750,71,1,0,3,1,8,5,1,3,2,,2,3,1,3,0,933,2,2,0,60000,286480,-87.73312351,41.94369544,,0,105,1,,,0,1.255927377,1,70,7170,CHICAGO,60641-3837,-87.73312351,41.94369544,71,Jefferson,70,17031161300,3919,0.342179127,8th,39,20,30,SCAMMON
9/3/2021,111XX S AVENUE B ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021,11XX W MORSE AVE,,,,0,1.1322E+13,205,33,5220,75,2,0,3,1,7,4,1,3,2,,2,3,2,1,0,1900,2,2,0,114840,356060,-87.66041773,42.00765191,,0,106,1,,,0,0.415465511,1,33,7533,CHICAGO,60626-3501,-87.66041773,42.00765191,75,Rogers Park,33,17031010400,5153,0.666601979,13th,14,7,49,NEW FIELD
2/25/2020,61XX S PAULINA ST,,,,0,2.01842E+13,202,120,3100,72,1,0,1,1,4,2,1,3,2,,2,0,0,1,0,924,2,2,0,20150,60120,-87.66637301,41.78248131,,0,111,1,,,0,0.427780004,0,120,72120,CHICAGO,60636-2230,-87.66637301,41.78248131,72,Lake,120,17031670700,1072,0.000932836,2nd,6,3,15,EARLE
2/29/2020,53XX N OCONTO AVE,,,,0,1.21222E+13,210,440,3639,71,2,0,3,1,6,2,1,3,2,,2,0,0,1,0,1090,2,2,0,45480,203290,-87.80937007,41.97786943,,0,75,1,,,0,1.265642262,0,440,71440,CHICAGO,60656-1829,-87.80937007,41.97786943,71,Jefferson,440,17031100500,5696,0.821804775,9th,20,10,41,ORIOLE PARK
10/7/2019,27XX W MORSE AVE,,,,0,1.03622E+13,203,23,5642,75,1,0,2,5,7,3,1,3,1,,2,2,2,1,0,1681,2,2,0,81800,306830,-87.69868165,42.00641619,,0,92,1,,,0,1.058731695,1,23,7523,CHICAGO,60645-4518,-87.69868165,42.00641619,75,Rogers Park,23,17031020302,5348,0.557030666,13th,16,8,50,BOONE
7/30/2021,21XX W 118TH ST,,,,0,2.51932E+13,205,300,8500,72,2,0,4,2,6,4,1,1,2,,2,3,1,3,0,1987,2,2,0,80750,226520,-87.67590848,41.67906571,,0,92,1,,,0,0.559336843,1,300,72300,CHICAGO,60643-4851,-87.67590848,41.67906571,72,Lake,300,17031750500,5893,0.167147463,11th,27,14,19,CLISSOLD
8/31/2021,54XX W HENDERSON ST,,,,0,1.32132E+13,203,171,4125,71,1,0,2,1,5,3,1,3,2,,2,3,1,1,0,1202,2,2,0,59810,201170,-87.76284508,41.94109887,,0,93,1,,,0,1.081013159,1,171,71171,CHICAGO,60641-4134,-87.76284508,41.94109887,71,Jefferson,171,17031151100,5325,0.364694836,12th,39,20,30,REINBERG
6/3/2021,5XX E 88TH ST,,,,0,2.50321E+13,203,120,4687,70,1,0,2,1,5,3,1,1,2,,2,3,2,3,0,1475,2,2,0,42180,106910,-87.61059033,41.73499745,,0,91,1,,,0,0.241350308,1,120,70120,CHICAGO,60619-6824,-87.61059033,41.73499745,70,Hyde Park,120,17031440700,1440,0.026388889,4th,34,17,9,PIRIE
2/7/2022,40XX N KEYSTONE AVE,,,,0,1.31542E+13,211,74,2387,71,3,2,3,2,10,5,3,3,2,,2,0,0,3,0,2048,2,2,0,38190,308620,-87.72893013,41.95481605,,0,53,2,211,,0,1.305451335,0,74,7174,CHICAGO,60641-5509,-87.72893374,41.9549323,71,Jefferson,74,17031160300,3764,0.59325186,12th,40,20,39,BELDING
7/17/2019,111XX S WASHTENAW ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,14XX N WOOD ST,,,,0,1.70621E+13,212,60,2400,77,2,2,3,1,8,4,1,3,2,,2,0,0,3,0,2258,2,2,1,109200,421810,-87.67222526,41.90881031,,0,112,2,212,,0,2.361886215,0,60,7760,CHICAGO,60622-2026,-87.67222526,41.90881031,77,West Chicago,60,17031241500,2930,0.72559727,12th,10,5,2,LOZANO
8/24/2021,41XX N KEELER AVE,,,,0,1.31542E+13,205,74,6930,71,2,0,4,1,5,3,1,1,2,,2,0,0,3,0,1431,2,3,0,110880,363240,-87.73297208,41.95574316,,0,125,1,,,0,1.249278005,0,74,7174,CHICAGO,60641-2261,-87.73297208,41.95574316,71,Jefferson,74,17031160300,3764,0.59325186,12th,40,20,39,BELDING
2/25/2017,107XX AVE O,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2016,110XX S CENTRAL PARK AVE,,,,0,2.41432E+13,202,422,5054,72,1,0,2,1,5,2,1,3,2,,2,2,1,3,0,992,2,2,0,48010,179290,-87.71097511,41.6922578,,0,77,1,,,0,0.612831242,1,422,72422,CHICAGO,60655-3307,-87.71097511,41.6922578,72,Lake,422,17031740300,4947,0.865170811,11th,35,18,19,MOUNT GREENWOOD
6/5/2019,55XX N WAYNE ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2021,66XX S LAFLIN ST,,,,0,2.02012E+13,202,130,3100,72,1,0,1,1,4,2,2,3,2,,2,0,0,3,0,987,2,2,0,23250,30110,-87.66126401,41.77322499,,0,130,1,,,0,0.444772962,0,130,72130,CHICAGO,60636-2813,-87.66126401,41.77322499,72,Lake,130,17031671600,2016,0.019345238,2nd,32,16,16,BASS
12/9/2021,55XX S MASON AVE,,,,0,1.9172E+13,211,380,4687,72,2,2,2,1,8,4,1,1,2,,2,3,1,1,0,2222,2,2,0,46870,237690,-87.77113624,41.7910694,,0,62,2,211,,0,0.935847266,1,380,72380,CHICAGO,60638-2703,-87.77113624,41.7910694,72,Lake,380,17031561100,5502,0.506724827,11th,22,11,23,KINZIE
8/23/2016,84XX S HERMITAGE AVE,,,,0,2.03141E+13,203,212,4062,72,1,0,2,1,5,3,1,1,2,,2,3,1,3,0,1469,2,2,0,32490,88770,-87.66719302,41.74089718,,0,92,1,,,0,0.539717575,1,212,72212,CHICAGO,60620-4740,-87.66719302,41.74089718,72,Lake,212,17031711200,5007,0.000599161,4th,36,18,21,FOSTER PARK
1/9/2020,51XX S LUNA AVE,,,,0,1.9093E+13,202,350,3937,72,1,0,2,1,4,2,1,3,2,,2,3,1,3,0,859,2,2,0,39370,139800,-87.76093065,41.79967406,,0,72,1,,,0,0.838091552,1,350,72350,CHICAGO,60638-1633,-87.76093065,41.79967406,72,Lake,350,17031560700,3726,0.404723564,11th,1,1,14,TWAIN
5/1/2019,73XX N MEADE AVE,,,,0,1.0293E+13,202,461,5117,71,1,0,2,1,4,2,1,3,2,,2,1,1,3,0,814,2,2,0,69070,199770,-87.77890491,42.01457779,,0,68,1,,,0,1.125536417,1,461,71461,CHICAGO,60646-1252,-87.77890491,42.01457779,71,Jefferson,461,17031120100,4102,0.870794734,9th,15,8,41,WILDWOOD
2/2/2017,53XX N MEADE AVE,,,,0,1.30812E+13,203,430,4350,71,1,0,2,1,6,3,1,3,2,,2,0,0,1,0,1150,2,2,0,54370,227100,-87.78053728,41.9783461,,0,90,1,,,0,1.198985798,0,430,71430,CHICAGO,60630-1042,-87.78053728,41.9783461,71,Jefferson,430,17031110300,5720,0.643881119,12th,19,10,45,HITCH
1/2/2020,83XX S WINCHESTER AVE,,,,0,2.0314E+13,205,212,3750,72,2,0,1,1,5,3,1,3,2,,2,1,1,3,0,1418,2,2,0,30000,75240,-87.67208063,41.7418606,,0,68,1,,,0,0.551256363,1,212,72212,CHICAGO,60620-6038,-87.67208063,41.7418606,72,Lake,212,17031711200,5007,0.000599161,4th,36,18,21,FOSTER PARK
11/16/2021,20XX N SHEFFIELD AVE,,,,0,1.43223E+13,211,12,3810,74,3,6,2,2,27,13,1,3,2,,2,0,0,1,0,5727,2,2,0,419100,1115790,-87.6530356,41.91879949,,0,124,2,211,,0,2.36566296,0,12,7412,CHICAGO,60614-4216,-87.6530356,41.91879949,74,North Chicago,12,17031071100,3180,0.711949686,12th,10,5,43,MAYER
10/18/2019,52XX S MOBILE AVE,,,,0,1.90831E+13,202,380,4250,72,1,0,1,1,4,2,2,3,2,,2,1,1,3,0,984,2,2,0,42500,181450,-87.77916429,41.79715958,,0,67,1,,,0,0.990937251,1,380,72380,CHICAGO,60638-1313,-87.77916429,41.79715958,72,Lake,380,17031560800,5886,0.471287802,11th,1,1,14,BYRNE
8/5/2021,94XX S CALUMET AVE,,,,0,2.50333E+13,211,111,3100,70,2,2,2,2,7,5,1,3,2,,2,3,2,3,0,2824,2,2,0,24800,118420,-87.61573826,41.72324695,,0,93,2,211,,0,0.202771173,1,111,70111,CHICAGO,60619-7308,-87.61573826,41.72324695,70,Hyde Park,111,17031490300,2340,0.006837607,4th,34,17,9,GILLESPIE
